i,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,forced_board,winner,confidence
7120, , , , ,X, , , , , , ,X, , , , , ,O,O, , ,X, , , , , , ,O, , , , , ,X, , ,X, , ,O,X, , , , , , , , ,O,X,O, , , , , ,O,X, , , , , , ,O, , ,O,X,O, , , , , , , ,X, ,8.0,O,0.5
7121, , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.0,O,1.5
7123, ,O, , , ,X, , , ,X,X, , ,O, , , , , ,O, , , , , , , , , , , , ,X, , , ,X, ,X, , , , , , ,O, , ,O,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , ,0.0,X,2.0
7125, ,X,O,X, , ,X,X, ,O, , , , ,X,O,O, , ,X, ,X, , , ,X, ,O, , , , , , ,O,O, , , , , , , , , ,O, , ,X, ,O, , , ,O, , , , , , , ,X,X,X,O, , , , ,O,O, ,O, , , ,X, ,X, ,7.0,O,-2.0
7128, , ,O,O, ,O,X,X,O,O, , , , , ,O,O, ,O,X,X,X, , , ,O, , , ,X, , ,X, ,O,X, , , ,O, , , , , ,X,X,O, , , , , , , , ,O,X, , , , , ,X,X, ,O, , , , ,X,X, , , ,X,O, , , ,8.0,O,51.0
7129,O, , ,O, , , ,X,O, , , , ,O, , , , , , , , , ,O,X, , ,X, , , ,X,X, ,X, ,X, , ,O,X,O, , ,O,X, ,X, , ,O,O, ,X, ,X, , ,O, ,X,O, , , ,O,O,X, , , , , , ,O,O, ,X, , ,X,2.0,Draw,4.0
7130,X, , , ,O,O, , , , , , , , ,O, , , , , , , , , , ,O, , ,X, ,O, , , ,X, , , ,X, , , , , , ,O, , ,X, ,X,X, , , , , , , , , ,O,X,X, , ,O, , , , ,X, , , , , , ,O, , ,8.0,X,0.5
7131, ,X,O, ,X, , ,O, ,O,O,X,O, , ,X, , , ,X, , ,O,O,O,X, , , ,X, , , ,X,X, ,X,O, , , ,O, , , , , ,X, , , ,X, ,X,O, , ,O, , , ,X,O,X,X, ,O, , , ,O,O, ,O,O, ,X, , , ,X,1.0,X,112.5
7132,O, ,X,O,O,O,X,O, ,X,O,O, ,X, ,O, , ,X, ,X,X,X,O, , ,O, , , , ,O,O,X,X,O,X,X, ,X, ,O,O,O, , , , , ,X, ,X,X,X,X,O,O, ,O,O,X, , ,X,X, , , ,O, , ,O,O, ,O,X, ,X, ,X,X,7.0,X,53.0
7133, , ,X, , , , , , ,O, ,X, , , , , , ,O,O, , , , , , ,O, , , , ,X, , , , , , ,X, ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , ,0.0,X,2.0
7134, , , , ,O, ,X, ,O,O,X, ,X,X, , , , ,X,O,O, , , , , , , ,O, , , , ,O, ,O, ,O, , , ,X, , , , , ,X, , ,O,O, , , , ,X,X, , ,O,O,X, , , , , ,X, ,O, ,X, , ,X, , ,X, , ,7.0,Draw,160.0
7135,O, ,O,O,X,X,X,O, , , ,O, , ,X,O,O,X, ,X, ,X,X, , ,X,X,X,X,O,O,X,X,X,X, , , ,O,O,X,O, , ,O,O,O,O,O,X,X,O,X,X, , , , , ,O,X,X,X,O,X,O,O, , ,O,X,X,X,O,O,O,O,X,X,O,O,,O,10000.0
7136,X, , , , ,O,O, , , ,O, ,X, , ,X, , , , , , , , ,X,O,O, , ,X,O, ,X, , ,O,X, , , , , ,X, , , ,X,O, ,O, , ,X, ,O,O,X, ,O,O,X, , , , , ,O, , ,O,X, , , , ,X, ,X, , , ,7.0,O,0.5
7137, ,X,X, ,X, ,O,X,X,O,X,X,X, ,X,X, ,O,O,O, , ,O,O, ,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X, , ,O,X,O,O,O, ,X,O,X,O,O, , ,O, ,O,X,X, ,X,X,O, ,O, ,O, , , ,O,O, ,X,X,X, ,O,X,O,8.0,X,-10000.0
7139,O,X,X,O,O, ,X,O,X,O, , , , ,X, ,X, ,O, , , ,O,X, , , ,X,O, ,X,X,X,X, , ,O, ,X,X, , , ,X, , ,O, ,O, , ,O, ,O,X, , , , ,O,O, ,X,X, ,O,O, ,X, , , , , , ,O,O, , ,O,X,5.0,X,104.5
7140,X,O, , ,O, ,O,X,X,X,O,X,O,X,X,X,X, , , ,O,X,O,O,O,X, , , ,X,O, ,X,X,X,O, ,O,X, ,X, ,X, ,X,O,O,O, , ,X, , , , ,O,X,X,X,X,O,O, ,O, , ,O,O, , ,X,O, ,O,O,O, , ,O,X,X,,O,10000.0
7141, , , , ,X,O, , ,X, ,O, ,X, ,X,X,O, ,X, ,O,X, , ,X, ,X, ,O,O, , , ,O, ,O, ,O, ,X, ,X,X,O,X, ,X,O, ,X,O, , ,O,O, ,X, ,O,X,O,X,O, , ,O,X,O, ,X,X, , ,X,O, ,O,X,O,O,X,,O,474.5
7142, ,O, , , , , , , , , ,X,X, , ,O, , , ,X,O, , ,X, ,O,X, , ,O,X, ,X,X,X,O, , , , , ,X, , ,X,X,O, ,O, ,O, , ,O, , ,X,O,O, , , , , , ,O, ,O, , ,X,O, , , ,O, ,X,X,X,O,8.0,Draw,-2.0
7143,O,O,X,O,X,O,X,X,O,X, ,O,X,X,X,O,X,O,X, ,O, , ,O,O,X,O,O, ,X, ,O, , , ,O,O,X, ,X,O, ,O,X,O,X, ,X, ,X,X,O,O, ,X,X,X, , ,O, ,X, , ,O,O, ,O, ,X,O,O,X,O,X, ,X,O,X, ,X,,Draw,0.0
7144, , ,X, , ,O, , , , , , , , , , ,X, , , , , ,O,O,O,O, , ,O, , , , , , ,O,X, ,X, , , , , ,O, , , , ,X,X,O, , , , ,X,X, , , , , ,O, ,X, , , , , , , , , ,X, ,X, , , ,5.0,X,2.0
7146, , , , ,O, , ,O, , , , , , , , , , ,X, , , , , , , , , , , , ,X, , , , , , ,O, , , , , , , , , ,O, , , ,X, , , , , , , , , , ,X, , , , ,X, ,O, , , , , , , , , , ,4.0,X,2.0
7147, , , ,X, , , , , , , , , , , , , , ,O, , , , , ,O, ,X, , ,X, , , , , ,O, , ,O, , , , , , , , ,X, , , , , , , , , , ,X, , , , , , , , , , , , , , , ,O,O, , , , ,X,2.0,O,2.0
7148, , , , ,X,X, , ,O,O, , ,O, , , ,O,X, ,X,X, , , , ,O, , , , , , , ,X,X,X,O,X, , ,O, ,O, ,X, ,O, , , , , , , ,X, , ,O, , ,X, , , , ,O, ,X, , , ,X, ,X,O,O,X, ,O, ,O,6.0,X,-105.0
7149, , , , , , , , , , ,O,X, , ,X,O,X, , ,X, ,X, , ,O,O, , ,X,O,O, , , , , , , , , , ,X, ,X, , , , , , , , ,O,O, , ,O,X,O, ,X, , , ,O, , ,O, ,X,X,O, , ,X, , , , , , ,8.0,O,0.5
7150,X, ,O, ,X, , ,X,X,O,X,O,X,O,O,O,O, , ,X,O,X,O,O,O, , ,O, ,X, ,O, , , ,O,O,X,X,X,O,O,X,O,X,X,X,X,X, , ,O,X, , ,O,X,X,O, ,X,O, ,X,O,X,O,X,O,O,X,X,O,X,O,X,X,O,X,O, ,,Draw,0.0
7151, ,O, , ,O, ,O, ,X, , , ,X,X,O, ,O, ,X, ,X, ,X, ,O,O, ,X, ,O,O, , ,O, , ,X,O,O, ,O, ,X, , , , ,X,X,O, , ,O, ,O,X, , , ,X,X,O, , ,X, ,X,X,X, , , , , ,O, , ,O, , ,X,4.0,O,367.5
7152, ,O, , , , , , ,O, , , , ,O, , ,O,X, , ,O, , ,X,X, , , ,X, , ,O,O, ,O, , , ,X,X, ,X,X, , ,X,X,O,O,O,X, , , ,X, , , , ,O,O, ,X, ,X, ,X,O, , , , , , , ,X, ,O, ,X,O,1.0,X,4.0
7153, , ,X,O, , , , , , , , , , ,O, , , , , , , , , , ,O, , ,X, , , , , , , , , , , , , , , , ,O, , , , ,X, , , , , , , , , , , , , , , , , , , ,X, ,X, , , , , , , , ,7.0,X,0.0
7154, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , ,8.0,O,2.5
7155, , , , , , , , , , ,X,O, , , ,O,O,O, ,X, ,X, , , ,X, , ,O, , , ,O, , ,O, , , , , , , , , , , , ,X, , , ,O, , ,X,O,X, , ,X, , , ,X, ,X, , ,O, , , , , , , ,X,O, ,X,3.0,X,109.0
7157, , , ,O, ,X, ,O,O,X, , , ,O, , , ,O,O, , ,X, ,O, ,X, , , , , ,X, ,O, , , , ,O, , ,O, , ,O,X,O,O, ,X, , ,O, , , ,X, , , ,X,O, ,X, , ,O,X,X, , , , ,X,X, ,X,X, , , ,3.0,X,-190.0
7158, , ,X,O,X, ,X, , ,O,O,O,X, ,O, , , ,O,X, ,O,X, , ,X,O,O,X,X, ,X, , , , ,O, ,O, , ,O, ,O, , ,X,X, ,X, , , , , , ,X, , , ,O, , ,X, ,X,O, ,O, ,O,X, , ,O, , , , ,X, ,,O,276.5
7159, , , , , , , , , , ,O,X, ,O, , ,X, , ,X, ,O,O,X,O, ,X, , ,X, , ,X,X, ,X, , ,X, ,O,X,X, ,X, , ,O,O,O, ,X, ,O,O,O,O, , , , ,O,X, , , ,O,X, ,X, , , ,X,O,O,O,X, , ,O,0.0,O,205.0
7160,X,O, , , , , , , ,O, ,X, ,X, , , , , , , , , , , , , , , , , , , , , , , ,X, , ,O,O, , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.0,X,-0.5
7161, , , ,X,X, , , , , , , , , ,O, , , , , , , , , , , , , , , ,O, ,X, , , , , , , , , , , , ,O,X, , , ,X, , ,O, , , , , , , , , , , , , , ,O, , , , , , , , , , ,X, ,4.0,X,1.0
7163, , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,X, , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.0,X,1.0
7164, , ,O,O,O, , , , ,X, ,O, ,O, , ,O, , , ,O,X,X,X,O,O,X, ,O, ,X, , ,O,O, , ,X,X, ,O,X, ,X, , , ,O,X, , ,O,O, ,X,X,X, , , , , ,X,X,X,X, , , , , , , , ,O, , , ,O, , ,3.0,X,515.0
7165,X,O, , ,X,O, ,O, ,X, ,X,X, , ,X, , ,O,O, , , ,O, , , , , , ,O,X,X, ,O,O,O,O, ,X,X,O, , ,O,X,O,X,O,O,X, , , , , , , , , , , ,O, , , , ,X, , , ,X, ,O,X,X, ,X, , , ,5.0,X,219.5
7166,X, , , , ,X, , , , , , , , , , ,O, , , , , ,O, , , ,O, , , , , , , ,X, , , ,X, , , , , , ,O, , , , , , , ,O, , , , , , , ,O, ,O, , , , ,X,X, , , ,X,X,O, , , , ,X,0.0,X,1.5
7167, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , ,O, , ,6.0,O,2.0
7168,X,O,O, ,O, , ,O,O,X,X,X, , , , ,X, , , , , , ,O,X,X,O, ,O, , ,X, , , , ,X,O,O, , ,X,O, ,O,O, , ,X,X, , , , ,X,O, ,O,X, ,O, , , ,O,X, ,O, , , , ,X,X, , ,X,O, , ,X,,Draw,113.5
7169, ,O, ,X,X, ,X, ,X,O,O,O, , , , ,X, , , , ,X, , , , ,X,O,X, ,O,X,X,X, ,X,O, , ,O,X,O,O,O,O, ,X, , ,X, ,O, , , ,X,O, ,O, ,X, ,O, ,X, ,O, , , , ,X, ,X,O,O,X,O, ,O, ,2.0,O,-246.5
7170, ,X, ,X,X,O,O, , ,O,O,O,X,X, ,O, ,O,O,X, , , ,O, , , , , , , ,O,O,O,O, ,X, , ,X, ,O,O,X, , ,X,X, , , ,X, ,X,X,X,X, , , , ,X, ,O,X, ,X,O, ,O, , , ,X, , ,O, , , , ,,O,111.5
7171, , , , , , , ,O, , , , , , , , ,O, , , , , , , ,X, , , ,X, , , , , , , , , , , , , , , , ,X, ,O, , ,X, , ,O,O, , ,O, ,O, , , , , , , , , ,X,X,X, , , , , ,O,X, , ,0.0,O,108.5
7172, , , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , ,O, , , , , , , , , , ,X, , , , , , , , , , , , ,O,O, , , , , , , , , ,X, , , , , , , , , , , , , ,X, , , ,8.0,X,1.0
7173, , ,O, , , ,X, , , , , , ,O, ,O,X, , ,X, , , , ,X,X, , ,X,X, , ,O,X, , , , , ,X, ,X, , , ,X, ,O,O, , , , , , ,O, ,O,O, , ,X,O,O, , ,O, , ,X,O, , , , , , ,X, , , ,2.0,X,0.5
7174, , ,O, , ,O, , ,O,X, , , ,O,X, ,O,O, ,X, , , , , , , ,X, , , , , , , , , ,O, , , ,O,X, , ,X, , ,O, , ,O, ,O, ,X, , , , , ,O, ,X, , , ,X, , , , , ,X, , ,X,X, , , ,5.0,X,-151.0
7175, , ,X, ,X, ,X, , , , , , , , ,O,O,O,O,X,O,O,X, , ,X, ,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X, ,X, , ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O,X,O, ,O,O,O,X,X,X,X,O,,Draw,0.0
7176,X,O,O,X,X,X,X,X,O,X,X, ,X,O,X,O,X,O,X, , , ,X, ,X,O,O, ,X,O,O,X,O,O,X, ,O,O, ,X, ,X,X,O,O,O,O,X,O,O, , ,X,O,O,X,O,O, ,X,X, ,O,O,O,X,X,O,O,O,X,O,O, , ,X,X,X, ,X,X,,O,10000.0
7177, ,O, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.0,X,2.0
7178, , , , ,O,X, , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , ,X, ,O, , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , ,3.0,X,1.5
7179, ,O,X,O,O, ,O, ,O,X,O,O, ,O,X,X,O,O,X,X,X,X, , , , , ,X,O, ,O,O, ,X,O,O, ,X,O,X, , ,X,X,X, , ,O, ,X, , , ,X,O,X, , ,O,O,X,O, ,X,X,O,X, ,O, ,X,X, ,X,X,X, , ,O,O,O,,O,10000.0
7180,O,X, , ,X, , , ,O,X, ,O, ,X, , , , ,X, ,O, ,X, ,X,O,O,O, ,X, , , ,O,X, , ,O,O, , ,O, , ,O, , ,X,X, , , , , , , , ,O, , , ,X, , , ,X, , ,O, ,O,X, ,O, ,X,X, , ,X, ,7.0,O,201.5
7181,O, , ,O,O, ,O, , ,X,O,X,O,X, , , ,X, , , ,O, , ,O,O,O,X, , ,X,X,X,O,O, ,X,O, , , , ,O,O, ,O,X,X,O, ,O,O, ,O,X,X,X, ,X,X, , , ,X, ,X,O, ,X, ,X,X,X, , , , ,X, ,O,O,8.0,X,10000.0
7183,O, , , ,O,O, , ,O, , , , , , , ,X, ,X, , , ,X, , , ,O, , , , ,X, , ,X, ,X, ,O,O,X,O, , , , , ,X, , , ,X, , , , , ,O, , , , , ,X, ,O, , , , ,O,O,X,X, , , , , ,X, ,1.0,X,152.0
7184,O,X, ,X,X,X, , , ,O, , , , ,O,X,X,X,X, , ,O, , , , ,O,O, ,O, , ,X, ,X, , , , ,O, ,O,O, , ,O,O,X, , ,X,O, ,O, , , , ,X, , ,O,X,O,O, ,X, ,X, , , , ,X,X, ,X, ,O, ,O,6.0,X,318.0
7185, , , , , , , , , , , , , ,O, , , , , , , , ,O, , , , , , , , , , ,X, , , ,X, , , , ,X,X, , , , , , , , , , , , , ,O,O, , , , , , ,X, , , , ,O, , , , , , , , , , ,4.0,X,204.5
7186, , ,X, , , , ,O, , ,O,O,X, ,X, , , , ,X, , , , , ,X,X, , , , ,O, , ,X, ,X, , , , ,O,X, , , ,X,O, ,X, , , , , , , , , , ,O,X, ,O,O,O, , ,O, ,X, , , , , ,O, , , , ,2.0,X,107.0
7187, ,X, ,X,X,X, , , ,O,O,O,X, ,O, ,O,X, ,O,X, ,X,X,X,X,O,O,O,O,O, ,X, ,O, ,O,X, ,X,O, ,O,X,X, ,X,O,X,O, ,O, ,O,X,X,X,X, ,O,O,X,X,O,O, , ,O,X,O,X,O, ,X,X, ,O,X,X,O,O,,O,10000.0
7188, , ,O,O, , ,O,X, ,X,O, ,X,O, ,X, ,O,O,O,X, ,X,O, ,O, , ,X,X, ,X,X,X, ,O, , ,X,O, ,X,O, ,X, , , , ,O, ,O,O,O,X,O, ,O,O,X,X,X,O,X, ,X,O,X,X,O, , , ,X,O,X,O, ,X,O,X,,X,10000.0
7189,X, , , , , , ,O, , , , , , , , , , , , , ,X, , , , , ,O, ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , ,X, , , , , , , , , , , , ,5.0,X,1.5
7190, ,O, , , ,O, , , , ,X,X,O, , ,X,X,X, ,O, , , , ,O, ,O,X, , , , , , ,O, , ,O,X,X,X, ,O, , , ,O, , ,X, , , ,O,X,O, , ,O,X,X, ,X, ,O, , , , , , , , , ,X, ,O,X,O, , ,7.0,X,109.0
7191,X, , , ,O,O, ,X,X,O, , ,X,X,O,O, ,X,O, , ,O,O,O, , ,O, , ,X,O, ,O, ,X,O,X,O,X,X, , ,X, , , ,X, , ,X, , ,X, ,O, ,X,X,O,O, , , , ,X,X, ,O, ,O,O,X, ,X,X, ,O, ,X,O, ,8.0,Draw,-153.5
7193,O, , , , , ,O, ,X,X, , ,O, , ,O,X,O, ,X,X,O,X, ,X,O, ,X, ,O,X, , ,O, ,O, , ,O, , , , ,O, , ,O, , , ,X, , , , ,X,X, ,X,O, , ,X, ,X,O,X, , , , , , ,O,O,X, , ,O, ,X,1.0,O,156.0
7194, , ,O,O, , , , , ,X, , , , , , , , , , , , ,X,X,X, , ,X, , , , ,X, , ,X, , ,O, , , , , , ,O,O, , , , , , , , , , ,O, , , , , , , , , , , , , , , , , ,O, , , , , ,0.0,X,4.5
7195, , ,X, , ,X, , ,X, , , ,X, ,X,X, ,X, , , , , , , , ,O,O, , , ,X, ,O, , , ,O, ,O, , , , , ,O,O, , , , ,X, ,O, ,O, , ,X, , ,O,O, , , , , ,X, , , ,O,O, ,X,X,O,X, ,X,4.0,O,-155.5
7196, ,X, , , , , , , , , ,O, , , , , ,O, , , ,O, ,X, , , , , , , , , , , ,X, ,X, , , , , , , , , , , ,O, , , , , , ,X, , , , , , , , , , , , , , , , , , , ,O, ,O, ,X,4.0,Draw,0.0
7197, ,X, , , , , , ,O, , ,O, , , , , , , , , , , , ,X, , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , ,X, , , , ,4.0,X,0.0
7198, , , ,X, , ,O, , , , ,X,O, ,O, ,O,X, ,X,O,X,X, , ,X, ,O, , , ,O, , , ,O,X,O, ,X, , , , ,O,X, ,O, , ,X,X,O, , , , , ,X,O, ,O, , ,O,X,X, ,X, , ,O, ,X, ,O, ,O, ,X,X,0.0,O,-53.5
7199,O, , , ,X, , , ,O,X, , , , ,O, ,O, , ,O,X, ,O,O, ,O, , , , , ,O,O, , ,O,X, ,O,X,X,X, ,O, , ,X,X,X, ,O,X, , , ,X, , ,O, ,O, ,X, , ,X,X, , ,X, , , ,X,X, ,O, , , , ,1.0,O,-48.0
7202, , , , ,X,X, , , , , , , ,X, ,O, ,X, , , , , , , , ,X,O, , ,X,X, ,X,X, ,O,O,O, ,X, , ,O, , ,O, ,O, , ,X, , ,O, , ,O,O,X, , , , , , , ,O, ,X, , , ,X, ,O, ,O, , , ,0.0,X,-47.5
7203,O,X,O, ,X,X, , , ,O, , ,X, , , , ,O, , ,X, ,X, ,O,X, , ,O,O, , ,O, , , ,O,X, , , ,O, , , ,X, , , , , , ,O, , , , ,X, , , ,X,X, , , ,X,O, ,O, , ,X, , , , , ,O, , ,5.0,O,1.5
7204, ,X,X, ,O,X, ,X, , ,O,O,O,X,O,X,X,X, ,X, ,X,X,X, , ,X,O,O, ,X,X,O,X,X,O,O,O,O,O, ,X, , , , ,O,O,X,X, ,O,X,O,O,X,X,O, ,O, , ,O,X,O,X,O,O, ,O, ,X,O,X,O,X,X,O,X,O,O,5.0,X,20.5
7205,X, ,X,O,O,X,X, ,X, ,X,O,O,O,O,X,X, ,O,X,X,X,O,O,O,X,O,O,O,X,X,O,X, ,O, ,X,O,X, ,X,X,X,X, ,O,X, ,O,X, ,X, ,O,O,O,O,X, , ,O,O,X,O,X,O,X,O,O, , , ,O, , , ,O, ,X,X, ,8.0,X,10000.0
7207, , ,X,O,O, ,O,X,O,X,X,X,X, , , , ,O, ,O,X,O, ,X, ,O,X,X,O,O,O,X,X,X, ,X,X,O, , , ,O,O,O,O,O,O,X,O,X,O, ,X, , ,X,X, ,X, ,O, ,O,X,O,O,O,X,O,X,X,O,O,O,X,X,X,X, ,X, ,,Draw,0.0
7208, , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , ,X, , , , , ,O, , , , ,O, , , , , , , , , , , , , , , , , , ,X, , , , ,O, , , , , , , , , , , , , , ,3.0,O,3.5
7209,O, ,X,O, , , ,O,O, , ,O, ,X, , , ,O,X, , ,O, , , ,O,O, ,X, ,X,O, ,X,X,X,X, , ,O, , ,X,O, , ,X, , , , , ,O, , , , , ,O,O, , , ,X,O,X,O,X,X, ,X,O,X, ,X,O,X, , ,X, ,4.0,X,-102.0
7210,O, , ,X,O,X,X,X,O,O, , , , , , ,X, ,O,X, , , , , , ,X,X,O,O,O,X,X,X,X,O,X, , ,X,O, ,X, ,O,X, , ,O,O,O, , ,X,O,O,O,X,X,O, ,X, ,O, , ,O,O, ,O,O,X, , ,X,O, ,X,O,X,X,1.0,Draw,-15.0
7211,X,O, , , , ,O, ,O,X, ,X, ,O, , , , , , , , , , , , ,O, , , , ,O, , ,O, , ,X, ,X,X,O, , , , ,O, , , , , , ,X, , , , ,O,X, , , ,X, , , , , , , ,O,O, , ,X, , ,X,X, ,5.0,O,0.0
7212, , ,O,O, , , , , , , ,X, ,X,X,X, , , , ,O,X, ,O, ,X, ,X,O, , , ,X, ,X, , ,O, ,O, ,O,O, , ,X, ,X,O,X,X,O,O, , ,O, , ,X, , ,X, , ,O, ,O,X,O, , , , , , , , , , , , ,3.0,O,110.5
7213, ,O, , , ,X, , , , , , , , , ,X, , , , , , ,O, , , , , , , , , ,X, , , ,X, , , , ,X, ,X, ,O, ,X, ,O, , , , , , , , , ,O, , , , , , ,O, , , , , , , , , , , , , , ,5.0,X,107.5
7214, ,X, ,O,X, , ,O, , ,X,O, ,X,O, ,X, , ,O,X, ,X,X,X, , ,O, ,X,X,O, , ,O,O,O,O, ,O,X, ,O,O,X, ,O,O,X, ,X, , ,X,X, , , ,O,O, ,O,O,X, , ,X,X,O,X, , , ,X,O, , ,X,X,O, ,5.0,O,10000.0
7216, , ,O, ,X, ,O, , , ,O,X, , ,X, , , , ,X, ,X,O,O, , ,O,X, , , , , , ,O,O, , ,O,O,X, , , , ,O, , ,X, , , , , , , ,X, , , , , , , , , , , , , , ,X,X,O,X, , , , ,O,X,7.0,X,4.5
7217,X,X, ,X, , ,O, , , , ,O, , ,O, , , , , , ,O, , ,O, ,X,O, , , , , ,X, ,X, , , ,O, , , , , ,X, , , ,X, , , , ,O,X,X, , , ,X,O, , , ,X, , , , , , ,O, , , , ,O, , , ,0.0,X,0.5
7219, , , , , , , , , , , ,X,O, , , , , , , , , ,O, , , , , , ,X, , ,X, , , , ,X, ,O, , , , , , ,O, , , , , , ,O, , , , , , , , , , , , , ,X, , , , , , , , , ,X, , , ,2.0,O,0.5
7220, , , ,O, , , , , , , ,X,X, ,O,X, , ,X,O, , , , , , , , ,X,O, , , , ,O, , , , , , ,X, , , , ,O, , , , ,X, ,X, , , , , ,O, ,O, , , , ,X, , ,X, , , ,O, , , , , , , ,6.0,O,-2.5
7221, , , ,X,X, , ,O, , ,X,O,O, , , ,X,X, , , , , , , ,X, ,O,O, , , , ,X, , , , , , , ,O,O, , , , , , , , , , , ,X, , , , , , ,O,X,O,X, ,X,X, , ,O,O, ,O, , , , ,O,X, ,5.0,X,3.5
7222,X, ,X,O,X,X,O,X, ,O, , ,X,X, , ,O, , ,X, ,O,O, ,X, ,O,O,O,X,O, ,X,X,O,X,O, ,X,X, , , , ,O, , , ,O,O,X, ,O,O,O,X, ,O, ,O, ,O, , , ,O,X, ,X,X, , ,X,O, ,X, , ,X, , ,7.0,O,477.0
7224, ,X, ,O, ,X, ,X, ,O,O,O, , , ,O, ,O, , , , , , ,O, ,X,O,X,X, , , ,O, , , , , , , ,X,X, ,O, , , ,X,O,O, ,O, , ,X, ,O, , , ,X,X,X,X, , ,O, , ,O,O, ,X, ,X,X, , ,X,O,,X,259.0
7225, ,O, ,O, ,O,O,X,X, ,O,X,O,X,X,X,O,X, ,X, , ,X,X, , ,O,X, , ,X, , ,X,O, ,O,O,O,X, , ,O,X,O,O,X, , ,O, ,X, ,O,X,O,O, ,X,O,X, ,O, , ,X,O,X, ,X,O,X,X,X,O,O, ,X,O,O,X,2.0,O,10000.0
7226, , ,X,O, , ,O,O,O,O,X,O, ,X,X, ,O,X,X, , ,O,X,O,X,O,X, , , ,X, ,X,X,O,O,X, ,O,X, ,X,O, ,O,O,O,O, ,O,O, ,X,X, ,X, ,O,O,X,X,O,X,X, ,X,X,X, , , ,X,O,O,O, , ,X, ,O,X,3.0,X,-152.0
7227, , , , , , , , , , , , , ,X, , , ,X, , , , , , , , , , , , , , ,X, , , , , , , , , , ,O, , ,O, , , , , , , , , , , , , , , , , , , , , , , ,X, , ,O, , , , , , , ,7.0,O,-0.5
7228, ,X, , , , ,X, ,O, ,O,O,X, ,X, ,O,X,O,X, , ,X,O,X, ,X,X, ,X,O,X, ,X, ,O, ,O,O,O, ,O, ,O,X, ,O, ,X,O,X,X, , ,O,X,O,O, , ,O, ,O, , , ,O,X, ,X, , ,O, ,O,X,X,O,X,X, ,0.0,Draw,107.5
7229,X, , , ,O, ,X,O,X, , ,X,O, ,O, ,X, , ,O,X,X,X,O,X, ,X,O,X,O,O,O, ,X,X,X,O, ,O,X, ,X,O, ,X,O, ,X,O,X, ,X, , ,X, ,O,O,X,O,O,O, , ,O,O,X, ,X,X,X,O, ,X,O,X,O, , ,O,O,,O,-11.5
7230, , ,X,O, ,O, , , , , , , , , , , , , , , , , , ,O, , , , ,X, ,X, , , , ,O, , , , , , , , ,X, , , , , , , ,X,X, , , , , , , , , , , , , , , , , , , , ,O, , , , , ,2.0,X,-1.5
7231, , , , , , , , , , ,X,O,O,O, , , , , ,X, ,O,X, , , , , ,X,O, ,X, , , , , , , ,X, ,O, , ,O, , , , , , , , ,X, , , , , , , , , , , , , ,X, , , , , ,O,X, , , , , , ,4.0,X,50.5
7232, , , ,O,O,O,O, , ,X, , ,X, , , , , , , , , , , , , , , , , , , ,O,X,O, , ,O, , , ,X,X, , ,X,O, , ,X,X,O, , ,X,X, ,X,O, ,O, , , , , , , , , , ,X,X, , , , ,O, , , ,1.0,X,153.5
