i,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,forced_board,winner,confidence
7233, ,O,O, , ,O, , ,O,X,X,O,O,O, , ,X,X, ,O,X,O,X,X,O, , ,X, ,X, , ,X,X, , ,X,X,X, ,O, , , ,X,X,O, ,O,X,O, , ,X, , , , ,O,X, , ,O, ,O, , ,O, , , , ,X,O, ,O, ,O, ,X, ,1.0,X,370.0
7234, , , ,O,O, ,O, ,O, , ,O,O,X, , , , ,X, ,X,O,O, ,X,O,O,X,X,X,X,X, , ,O, , ,O,O, ,X,X, ,O,O, ,X,X,O,X,O, , , , , , , ,O,X, ,X, ,X, ,X,O, ,O,O,X, ,X, ,O, , , , ,X,X,4.0,X,368.5
7235, ,O,X, , , , , , , , ,X, , , ,X,X,X, , ,O,X,X,X, ,O, , ,O, , , , , ,O, , ,O,O, ,O,X,X,X, ,O,O, , ,O,X, , ,O, ,O, , ,O,X, , ,X,X, ,O,X,X, , , ,O, , , , ,X,O,O, , ,8.0,X,309.0
7236, , , , , ,O, , , , , , , ,X, ,O,O,O, , , ,O,O, , ,O,X, ,X, , ,X, ,X, , , ,O,O, , , , ,X,X, ,X,X,O, ,X, , , , ,X, , ,O,O, , ,X,X,O,X, , , ,X, , , , ,X,O, , ,O,O, ,,X,101.5
7237, , , ,O,O, ,O,X, , ,X,X, , ,X,X, ,O,X,O,O,X,O, , , , ,X, ,X,O, , ,X, ,X,X,O, ,O,X,X, , , , , , , ,O, , ,O, ,O,O,X, ,X, ,X, , , , , ,O, , ,O,X, ,X,O,O, , , , , , ,0.0,X,-7.0
7238, , , , , , , ,X,O,O,O,O,X,X,O,O, , ,X, , , ,O,X, , , ,O,O, , , , ,O, , , ,X,O,X, ,X, , ,O, ,X, , ,O,O,X,O,O, ,X, , ,X,X, ,O,O, ,X, ,X,O, , , , , ,X,X, , ,X,X, , ,0.0,X,-107.0
7239,O,O,O,X,O,X,O, , ,X,X,O,O,O,O,X, ,X, ,X, ,X, , , ,O,X,X,O,X,O, , , ,O,X, ,X, , , ,X, ,O,X,X,O, ,O,X, , , , , , , , ,O, ,X,X,X,X,O, ,X, , , , ,X,O,O,O, , ,O,O, , ,,Draw,3.5
7240, , , ,X,O, , , ,O, , , , ,X, , , , , , ,X, , , , ,O,X,X, ,O, , , , , , , ,O,O,O,X, ,O,O, , , , , ,X, , , , , , , , , , , , , ,X, , , ,X, , , , ,O, , , ,X, , , , ,6.0,X,6.0
7241,O, , ,X, ,X,X,O,X,X,X,O, ,X, ,X,X,O, ,O, , ,X, ,X,X, ,O, , , , ,X,X,O,O,O,X,O, , ,X, ,O, ,O,O,X,X,O,O,O, , ,O, ,O,O, ,O,X, ,O,X, , , ,X, , ,O,X, ,O, ,O,O,X, ,X,X,0.0,X,323.0
7242, ,X, ,O,O, , ,X, , ,O, , ,X,O,O, ,X, , , ,O, ,O, ,X, ,X,X, ,X,X, ,O, , , , ,O,O,O,X,O, , , , ,X,O,X, , ,X,X,X,X, , ,X, , ,X, ,O,O,X, , ,O, , ,O, , , , , ,O,O, ,X,8.0,Draw,50.5
7243, , , ,O, , , ,O,X,X,X,X,O, ,O, , ,O,O, , , ,O, , ,O,O, , ,X,O,O,X,X,X,O, ,O,X,X, , ,O, ,O, ,O, ,O,O,X, ,O,X, ,X,O,X,X, , ,O, , ,X,X, ,X,X, ,O,X,X,O,X,X,X,O,O, ,X,4.0,X,10000.0
7244, , , ,X, , ,O, , , , , , , , ,X,X, ,X, , ,O, , , , , , ,O,O, , ,O,X,O,O, , , ,X, , , , , , , ,X,X, , , , , ,O, , ,X, ,O, , , , , , ,X, , , , ,X, ,O, , ,O, , , ,X,7.0,Draw,106.5
7245, ,X, ,X,X, ,O, , ,O, , , , , ,O, , , , , , , , , , ,O, , , , , , , , ,O, , , , , ,X, , ,O,O, , , , , , , , ,X, , , , , , , , ,O, , , , , , , , , ,X,X, , , , ,X, ,6.0,O,1.5
7247,X,O, , , , ,X, , , ,X, , ,O,O,X, , , , , , , , , , , , ,O, , , , ,X,X, , , , , , , ,X, , ,O, , ,X, ,X, ,X, ,O, , ,O, ,O, ,X,O, , , , ,X,O,O,O, , ,X, , , , , , , ,4.0,O,1.5
7248, , , ,X, , ,X, , , , , ,X, , , , , , , , ,O, , , , , , , , , ,X,O, ,O, , ,O,X, ,X, , , ,O, , , , , , , , ,X, , , , ,O, , , ,O,O, , , , , , ,X, ,O, , ,X, , ,X, , ,3.0,O,0.5
7249,O, , ,X, , , , , , , , , , ,O, , ,X, ,X, , , , , , , , , , , , , , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,X,8.0,X,0.5
7252,X, , , , ,O, ,O, , , , ,X, ,O, ,X,X, , ,X,X,X, ,O,O,X, , ,O, ,O, ,O, ,X, ,O,O,X,X,X, ,O, , , , , ,O,O,X,X,X,O,X,O,X,O,X, ,O,O,X, , ,O,X,X,X, ,X, ,O,O,X, ,O,X,O,O,,O,10000.0
7253, , , , , ,O, , , , , , , , , , , , , ,O,X, , , , , , ,X, , , , , , , , , , , , , , , , , , , ,O, , ,X, , ,X, , , , , , , , , , , , , , , , , , , , , , , ,O, , , ,1.0,O,2.0
7254, ,O,X, , , ,X,X, , ,O, ,O,O,X, , ,X, ,X, , , ,O, ,O, , , , , , , ,X,X, , , , , , ,O, ,X, ,O,X,X, ,X, , , , ,O, , , , , , , ,O,X,X, ,O, ,O, ,O, ,O, , , ,X, , , , ,4.0,O,-1.5
7255, , , , ,O, , , , , ,O, ,X, ,O, , ,O, ,X, , ,O,X, ,O, , , , , ,X, , ,O, , ,X,X, , , , , ,O,X, ,O, , ,X,O,X, , , , , , ,O,X, , , , ,X,O, , , , ,X, ,X,O, , ,X, , , ,5.0,Draw,0.5
7256, ,X, , ,O, , , ,X,X, , , ,O, ,O, ,O, , , , , ,X,O,O, , , , , ,X, , , ,O,O,X, , , ,O,X, , ,O, , ,X,X,O,X, ,O,O, ,O,O, ,X, ,X, , , ,X, , ,O, , , , ,X,X, , ,X,X, ,O,0.0,O,-2.0
7257, , ,O, , , , ,X, , , , ,O,O,X, , ,O, ,X, , ,X, , , , , ,O, , ,X, , ,X, , , , , ,X,O,O,O,X,X,X, , , , , , , , , , , ,O, ,X, , , ,X,O,O, , , , ,X,O, , ,X, , , ,O, ,5.0,Draw,-1.0
7258, ,O, , , , , , , , , , , , , , ,X, , , , , , , , , ,O, , , , , , , ,O, , , ,X, , , , ,X, ,X, , , , , , , , , ,X, , , , ,O,X, , , , , ,O,O,X,O,X, , , ,X, , ,O, , ,1.0,X,2.0
7259,O,X,X, , ,O, ,X,X,O,X, ,O,O, , ,X,X,X,O, , ,O, , , , , , ,X, , ,X,X, ,X,O,X, , , , , , , ,X, ,O,O,X,X, , , , ,O, , , , , , , , , , ,O, ,O, , , ,O,O, ,O, , , , , ,4.0,O,104.5
7260,X,X,O,O, , ,O,O, , ,O, , ,O,X,O,O, ,O,X,X,O,X,O, ,O, ,X, ,O,X, ,O,X, ,X, , , ,X,O, ,X,O,X,O, ,X,X, ,X, ,O, , , , ,X,O,X,O,X,O,X,X,X,O,X, ,X, , , ,X,O, , ,O, ,O,X,5.0,O,210.5
7262, , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , ,X,X, , , , , , , , ,O, , , ,O, , , , , , , , , , ,O, , , , , , , , , , , , , ,7.0,O,1.5
7263, , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , ,O, ,O, , , , , ,X, , ,O, , , , , , , , , ,X, , , , , , ,O,X, , , , , , , , , , ,O, , , ,X, , , , , ,6.0,O,1.0
7264,O,X,X,O,X,X,X, ,O, ,O, ,X,O,O,X,O, ,X, ,X,O,O,O,O,O, ,O,X,O,O, ,O, ,X,O,X,X,O,X, ,X,X,X, ,O,X,X, ,O,O,X,X, , ,O, ,X,O, ,X,O,O, ,X,X,X,O,X,O,O,X, ,X,X,O,O, , , ,X,,Draw,0.0
7269,O,X,X,O,O, ,X,O,X,X, ,O,O, ,X,O,O, , ,O, ,X,O, ,O,O,X, ,X,X,O, ,X,X, ,X,X,X,O,O,X,X,O, , ,O, ,X,O,O,O,X, ,O,X, ,X,O,X, ,O,O,X,O,X,O, ,X,X,X,X, ,O, , ,O, ,X,X,O,O,0.0,X,10000.0
7270, ,X,O,X,O, ,O, , ,X,X,X,O,O,X,O,X,O,X,O,X, ,O, , ,O, , ,O,O, , , , , ,X,X, ,X, , ,X,O,X,O,O,O, , ,O, , ,O, , , , ,X,X,X, ,O, , , ,X, ,X,X,X,O,O,O,X,X, , ,X,O, , ,,O,10000.0
7271, , ,X, , , , , , ,O, , , , , , , , , , , , ,O,O,O, , , , , ,X, ,X, , ,O, ,X, , ,O,O,X, , , , ,X,O, ,X, , ,O, , , , ,X,O, ,X,X, , , , , , ,O, , , , ,X, ,X, ,O, , ,5.0,Draw,2.0
7272, ,O, ,X, ,O, ,X, , ,X,O,O,X,O,O, , ,O,X, , , , ,X,X, , , ,O,X,O, ,O, ,O,O,O, , ,X, ,O, ,O,X, ,X, ,X, ,O, , ,X,X,O,X, ,O,X, ,X, , , , , ,X,X,O,O, ,X, ,X, , ,O,O,X,2.0,O,260.0
7273,O, ,X, , ,X, ,X,X,O, , , , , ,X,X, ,O, ,O,X, , , , , , ,O,X, , , , , , , , , , ,O, ,X, ,X, , , , , ,O, ,X,X,X,X, , , ,O,O, , , , , ,O,X,O, ,O,X,O, , , ,O, ,O,O, ,5.0,Draw,264.0
7274, , , , , ,X, , , , , ,O,X,O, , , , , ,O, , ,X, ,X, , , , ,X,O,X, , , , ,O,X, , , , , ,O, , , , ,O, , , , , , , ,O, , , , , , , ,X, , , , , , , , , , , , , , , , ,2.0,X,52.5
7275, , , , , ,X,X, , , ,O, , , ,X, , , , , , ,O, , , , ,O, , ,X, , , , ,X, , , , , , , , , , , , ,X,O, , , , ,O,O,O, , , , , , , ,O, , , , ,O, ,X, , ,X, , , , ,X, , ,1.0,O,1.5
7277,X, ,O, , ,O,X, ,X,O, , ,O,O, , , ,O, , ,X, ,X,X,X, , ,O,X,O,X,X,X,O, , ,O, , , , ,O,X, ,X, ,X, , , , ,O,O,O,X,O,O,O, ,O,X,O,O, ,X, , , , ,X, ,X, , ,O,X,X,X,X, ,O,4.0,Draw,-7.0
7278,X,O,O,X,X,O, ,O, ,O, ,X, ,X,X,O,X,X,O, ,O, , ,O,X,X,O, , ,X, , ,O,O,O,X,O,O, ,X, , ,O,O, ,X,X, , ,X, ,X,O,X,X,X,X,O, ,O,X, ,O,X,X,X,X,O,O, , ,X, , ,O,O,X,O,O,O,X,4.0,X,-10000.0
7279,O, , ,X,X, , ,O,X,O,X,O, , ,O, , , , , , ,X, , , , , , ,X, , , ,O,O, , , , , , ,O, , , ,X,X, , , , ,X, ,O,X,X, , , , , , , , , ,X, , , , , ,X, ,O,O, ,O, , , , , ,7.0,O,1.0
7280, ,X, ,O,O,O,X,X, ,X, , ,O,O,O,O,O, , , , ,X, , , ,X, ,X,X, ,X,O,X, ,O,O, ,X,O, ,X, , ,X, ,O, , ,O, , ,X, ,O, ,X,O,X, , , , ,O,O,O, ,O,O,X, ,X,O,X,X, , , ,X, ,X, ,5.0,O,-167.0
7281,O,X, ,X,X, , ,O, , ,X,X,X,X, ,O,O, , ,O,O, ,O, , , ,X,O,O,X,O,X,O,X, ,O,X,O, ,O, , ,O,O,O, ,O, ,X,X, , , , ,O, , ,X,X, ,X,O, ,X,X, , , ,X, , ,X, , ,X,X,O,O, , , ,1.0,O,250.5
7282,O, ,X,X, ,X,O,X,X,X,O, ,X,X, ,O,X,X, ,O, ,O, ,X,O, ,O,O, , ,X,O, ,O, ,O, ,O,X, , ,O,X,O,O,O,X, ,O, , , , ,X,X, , , ,X, , , ,X,O,O,X,X,X, ,O,O, , ,O,X,X,X,O,O,X,O,,Draw,524.5
7283, , , , , , , , , , , , , , ,O, , , , , , ,X, , , , ,X, , , , ,O, , ,X, ,X,X, , , , , , ,O, , ,O, , , ,X, ,O, , ,O, ,X, , , , , , , , , ,X, ,O, , , , ,O,O,X, , ,X,0.0,X,1.0
7284, , , ,X,O,X,O, , , , ,X,O, , ,X, ,O, , ,O,O, ,O, ,X,O,X,O,O,X,O,O,O, , , ,O, ,X, ,O, ,X,O, , ,X,X,X,X, , , , ,X, , ,X,O,X,O,O,O, ,X,X, ,X,O, , ,O,X,X,X, , ,X,O,X,,O,10000.0
7286, , ,O, ,O, , , , ,X, , ,O,O,X, ,O, ,X,O, , , , , , , , ,X, , , , ,O, , , , ,X,X, , ,X,X, , , , , , , , , ,O, ,X, , ,O, , ,O, , ,O, , , ,O, ,X,X, ,X, , ,O, ,X, , ,5.0,Draw,2.0
7287, ,X,O,X, ,O,X,O, ,O,O, , , ,O,X,O, , ,X, ,O, , , ,O, , ,X, , ,O,X,O, , ,O, ,X, , , , ,O, ,O,X, ,X,X,O,O, ,X,X, , , ,X,X,O, ,X, , ,X, , ,X, , ,X,X, , ,O, ,O,X, ,O,,X,-54.0
7288, , , , ,O,X, , , , ,X,O,O, ,O,X,O,O, ,X,O, ,X, , ,X, , ,X,X, , ,X, , , ,O,X, , ,O,X, ,O,O,X,O,O,O,X,X,O, , , ,O, , ,X,O,O,X, ,O,X, ,O,X,O,X,X, , , , , , , ,X,O,X,0.0,Draw,114.5
7289, ,X, ,O,O, ,O,O,O, ,X,X, ,O,O, ,X,O,X,O,O,O,X,O, , ,X,X, ,O, , ,O,X,X,X,X,O,X, , , ,O,X, ,O, , ,X,X,X,O, ,X, , , ,X, ,O, ,X, , ,O,X,X,O,X, ,O, ,X,X, ,O, ,O, ,O, ,6.0,X,369.0
7290,X, ,O,O, ,X,X,X,X,X, ,O, ,O,O,O, , , ,X, ,O,O,X,X, ,O, ,O, , ,X,X,O, ,O,O,O,X, , ,X,X,O,O,O,X,O, ,O, ,X,O,O, ,X, ,X, ,O,O,O,O, , , ,X,X,X,O,X,O, ,X,X,X,X, , ,X, ,,X,10000.0
7291, , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , ,O,X, , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , ,8.0,Draw,1.5
7292, , , , , , , , , , , ,O, , , , , , , , , , ,X,X,X, ,X, , , , , , , , , , , ,O, , , , , , , ,X, , , ,O, , , , , ,O, , , , , , , , , , , , , , , , ,O, , , , , , , ,1.0,O,4.5
7293, ,X, ,X,O,O,O,O, , , ,O,O,O,X, ,O,O, , , ,X,X,X, ,O,O,X,X,O,X,O,O, ,O,O,X,X,X,O, , ,O,X, ,O,O,X,X,X,O, , ,O, , , ,X, ,X, , , ,X,X, , ,O,X, , ,X,X,X,O,O, , , , ,X,8.0,X,10000.0
7294,X, , , , ,O,O,O, , ,X,O, , , ,X, ,O,X,X,O,O, ,O, , ,X, ,O,X,O, ,X, ,X,O, , , ,X, ,O, , , ,X, ,O,X,O,X, ,O, , , , , ,X, , , , , , ,X,O, ,X, , , ,O, ,X,X, , , , , ,6.0,Draw,2.5
7295, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.0,X,1.5
7296,O,X, , ,X, ,X,O,O,X,O, ,O,X, , ,O,X, , ,O,X,O,O, , ,X,O,O,X,X,O, ,O, , ,O, ,O,X,X,O, ,O,X,X,X, , ,O,X, , , ,X,O,X, , , , , ,O, ,X, ,X,X, ,X, , , , ,X,O, ,O,O,O,X,0.0,X,114.0
7297, , , , , , , , , , , , , , , ,X,X, , , , , , , , , ,O, , , , , , , , , , , , , , , ,X, , , , , , , , , , , , ,O,X, ,O, , , , , , , , , , ,O, , , , , , , , ,X, , ,6.0,X,157.0
7298,O,O,X,X,X, , , , , ,O,X, ,X, ,X, , , , , ,O,O, , ,X,X, ,O, ,X,X,O, ,O,O,O,O, , ,O, , ,O, ,X, , , , , ,O, , , ,O, ,X, , , ,O, , ,X, ,X,X,X, ,O,X, ,X, ,O, , , ,X, ,8.0,O,43.0
7299, , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , ,X, , , , , , ,O,2.0,Draw,1.5
7300, , , , , ,O, , , , , , , , , , , , , , , , , , , , , ,X, , , , ,X, , , , , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.0,O,-0.5
7301,O, ,O,X, , , ,O, , ,X,O,O,O, ,O,X, ,X, , , ,X,X,O,X,O, ,O,O,O, , ,X, ,X,X,O,O, , , , , , , ,X, , , , , ,X,O,X, , ,X,X, , ,O, , ,X,X,X,X,O, ,O,O, ,X,X, , , ,O,O,X,4.0,X,102.0
7302, , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , ,X,O, , , , , ,X, , , ,X, , , , , ,X, , ,7.0,X,0.5
7303, , ,X, , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,X,2.0
7304,O, ,X, ,X,O,X, ,X, ,X,X,O,O, ,O,X,X, , ,X, , , ,O,O,O,O, , ,O,X, ,O, ,X,O,O,X, ,X,O,O,O,O, ,O,X,X,X, ,X, , , , , ,X,X,X, ,O,X,O,X, ,X,O,O, ,X,O,X, ,O,O,O,O, ,X,X,,Draw,0.0
7305, , , , , , , , , , ,X,O, , , , , , ,X, , , ,X, , , , , , , , , , , ,X, , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , ,0.0,X,0.0
7306, , , , , , , , , , , , ,O, , , , , ,O, , , , , , , , , ,X,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , ,X, , , , , , , , , , , , , , , , , , , , ,0.0,X,3.0
7307,O, , ,X, , , ,O, , , , ,X, , , , ,X,X,O, , ,O,O, , , , , , ,O,O,O, ,O, , , ,X, ,X, , ,O,X,X, , , , , ,X,X,O, ,O, , , , , , , , , ,X,X, ,X, ,O,X,O, ,O,X, ,O, ,X, ,0.0,O,4.5
7308,O, , ,X,O,X, ,O, , , ,O,O,X, , , , ,X,X,O,O,O, , ,O, , ,O,X,X,X,O,O, ,O,O,X,X,X,O,O,X,O,X, , ,X,X,X,O, ,X, , , ,X, ,O, , , , ,X, , ,O,X,O, ,X, ,X, , ,O, , , , , ,3.0,Draw,0.0
7310,X,O, ,O,X,O, , , , , ,O, ,O, ,X, , ,O,X, , ,O, , ,X, ,X, , ,X, ,O,O, , ,X, ,O,X, , , ,O, , ,X,X, ,X, , , , , , , , ,O, , , ,X,O, ,X, , , , , , , , , , , ,O, , , ,4.0,X,211.5
7311, , , , ,O, , ,X,X, , , , , ,X,O, ,X, , , ,O, , , , , , ,X, , , , ,X,O, , , , , , , ,X, ,O, , , ,O, , , , ,O,O,O, ,X, , ,O,X, , , , ,O, ,X,X, ,O,X,O,X, ,X, , ,O, ,3.0,X,5.0
7312, , , , , , , , ,X, , , , , , , , ,X, , ,X,O, , ,X, , , , , ,O, ,X,X, , , , ,O, , , , , , , ,O, , ,X, , , , ,O, , , , , , , ,O, , , ,X, , , , , , , ,O, ,O,O, , ,X,4.0,X,3.0
7313, , , , ,O,O, , ,X, , , , , , , , ,X,X, , , , , , ,O, , , , , ,O, ,X,X, ,X, ,O,X, , ,X,O, , , , , , , ,X,X, ,O,O, ,O, , , , ,O,O, , , ,X, ,X,O,X, , ,X,O,X,O, , ,O,0.0,X,213.0
7314, , , ,X, , , , , , ,X, ,O, , , , , , , , , , , , , ,O, , , ,O,X, ,X, ,O,O, , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , ,X,X, , , , , ,0.0,Draw,2.5
7315,O, , ,X,X,O,O,X,X,X, , , ,X,O, , ,O,O, ,X,O,X, , ,X, ,O,O,O,X,O, ,X, , , ,O,X, , ,O,O, ,X, ,X,O,X, , ,X, ,X, , ,O,X,O,X,X, ,O,X, , ,O, ,O, ,X,O,X,X, ,O,O, ,O,O,X,4.0,Draw,49.0
7316, , ,X,O, ,O, , , , , , , , , , , , ,O, , , , ,X, , , ,X, , , ,X, , ,O,X,O, , , , , , , , , , , ,X, , ,X, ,O, , , ,O, , , , , ,X, , , , ,O, , , , , ,O, , , , ,X, ,0.0,X,110.5
7317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X,X, , , , , , , , , , , , , , , , ,O, ,X, ,X, , , , , ,O, , , , , ,O, , , , ,1.0,X,1.0
7318, , , , , ,X, , ,O,X,O, , ,X, ,X, ,O,O, ,X, , , , ,X, , , ,O, ,O, , ,O, , , , , , ,X,O,O,X, ,O, ,X,O, , ,O, , ,X, , ,X,O, , , , ,X, ,X, ,X,O, , , ,X,O,X, , , , , ,1.0,X,108.0
7319,X, ,O, , , , , , , , , , , , ,O, , , ,X, ,X, , , ,X,X, , , ,O, ,X, , , ,O, ,O, ,X, , , , , , , , ,O, , ,O, , , , , ,X,X, , , , , ,O, ,X, ,O,X, , , , , , , , ,O, ,4.0,X,206.0
7320, , , , ,X, , , , , , , , , , ,O, , , ,O, , ,X,X, , , , , ,X, , , , ,X,X, , ,O, , , , , ,O, , , ,O, , , , , , , , , , , , , ,X,O, ,O, , , , , , , ,X, ,O, , , ,X,O,1.0,O,4.0
7321,X,O,O, ,O,O,X, ,O, ,X, ,X, ,X, ,O,O,X, ,O, ,O,O, ,X, ,O, , , , ,X,O,O, ,O,O,X,X, ,X,O, , ,X,O,X, ,X,O,O,O,O,X,X, ,O, ,X,X,O,O,O, , , ,X,X,X, ,X,X,O,X,X,X, , , , ,1.0,X,-2.0
7322,X, , , ,O,X,X, , ,O, ,O,X,X,X,X, ,X, ,O,O,X,X, , , , ,O,O, , , ,O, ,O, , ,O, ,X,O,X,O, ,X,O,O,X,X,X,O,O,O, ,O,O, , , ,X, , ,X, ,X,X, , ,X, , , , ,X, , ,O,O, ,O, ,0.0,X,315.0
7323, ,X, , ,X,X, , ,X,X, ,X,X,O,O,O,X, , , ,O, ,X, ,X,X,X, ,X, , , ,X,X,O, ,O,X,O,O, ,O,X,O, ,O,O,O,O,X,X, ,X,X, ,O,O, ,X,O,X,O,X, ,O,O, ,O,X,O,X,X,O, , ,O,X,O, ,O,O,0.0,X,109.5
7324, , ,O, ,X,O,O,O,O,X, , ,O,O,X,O,X, ,X,O,O,O, ,X,X,X,X,X,X,X,O, , ,X, , ,X,O,X, ,X, ,X, ,O,X, ,O,O,O, ,O, , ,O,X,X, ,O, ,X,O,O, ,X, ,X,O, , , , ,X, ,O,O, ,X,X, , ,7.0,Draw,57.5
7325, ,X, , , , , , ,O, ,O, , ,O,O,X,X, , , ,O, , ,X,X, , ,O, , , , , , , , ,X, , , , ,X, , , , ,X,X, ,O,O, , ,O, ,O, , , , , , ,O, , , , , ,O, , , , ,X, ,X, ,X, , , ,5.0,O,111.0
7327, , , , , , ,O, , , , , , , , , , , , , , , , ,O,O, , , , , , ,O,O,X, , ,X, ,X,X, , , , , , , ,X, ,O, , , ,X, , ,X, ,O, , ,X, , , , , , , , , ,O, , , ,X, ,X, , ,O,2.0,X,2.0
7328, ,O, ,X,X, ,X,O, , , , ,O, ,O, , ,X,X,X, ,O, ,X, ,X, ,O, ,O,X,X,X, , , ,O,O, , , ,O,X, ,X, ,X,X,O,O,X,X,O,O, , ,O,O, ,X, , ,O, , ,O, ,X,O, , ,X,X, , ,O,O,O,O,X,X,1.0,X,210.5
7329,X, , , , ,O, , , , , , ,O, , , , , , , , , , ,O, , ,O, , , ,X,X, ,X,O, , ,X,X,O,O,O, , , ,X, ,X,O,X, , ,O, ,O, , , ,O, , , , , , , , ,X,X,X, , , , , , , ,X, , , ,0.0,Draw,204.5
7330, ,X, ,X, , , , , , , ,X,X, ,O, ,X, , ,O, , , ,X,X, , , ,O, , , , ,O, , ,O, , , ,X, , , ,O, , , , , , ,X, ,O, ,O,O, , , , , ,X, ,O, , ,O, , , , ,O, , , ,X, , ,X, ,1.0,X,3.0
7331,O,X,X,X,O,O,X,O,X,O, , ,O, , ,O, , ,X,O,O,O,X,X, , ,O,O, ,O,O,O,X,X,X,X,X,X, ,X,X,X,O, ,O,O,X, ,X,O, ,X,O,O,O, , ,X,O, , , ,O,X,X, , ,O,X, ,O, ,X,X, ,X, ,O,X, , ,,Draw,0.0
7332, , , , , , , , , , , , , , , ,O,X, , , , , , , , , , , , , ,O,X, , ,X, , , , ,O, , , , , , ,X, , , , , , , , , , , , , , ,X, , ,O, ,X, , ,O,O, , , , , , , , , , ,6.0,O,1.5
7333,X, ,O,O,X,X,O,X, ,O, ,X, ,O, , ,X,O,X,X,X,X,O, , ,X,O, , ,O,X,O, ,O, , ,O,X,X,X, ,O,X,O,X, ,O,O,O,X, , , , , ,X,O,O, ,X,O,X,X,O,O,O, , , ,X,X,O,X,X,O, ,O,X, ,O,X,,O,10000.0
7334,X, , , , , ,X, ,O, , , , , , , , , ,O, , , , , , , , , , , , ,X, , , , , , , , , ,O, , ,O, , ,X, , , ,X, , ,O, , , , ,O, ,O, , , , , ,X, , , , , , , , , , ,X, ,X,8.0,Draw,-2.5
7335, , , , , , , , , , , , , , , , , , , , , , , , ,X, ,X, , ,O,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , ,O, , , , , , ,8.0,O,1.5
7336, ,O, , , ,O,O, ,X,X, , , ,O,O, ,X, , , ,O, ,O, ,X, , , , , ,O,X, ,O,O, ,X,X,X, ,O,X,X,X, ,X, ,X,X,O,O, , ,X, ,X,X,X,O, ,O, ,O, , , ,X, ,O,X,O, , ,O, , ,O,X, , , ,2.0,Draw,-198.0
7337, , , , , , , ,O,X, , ,O,O, , ,X,X,X, ,X,O,X,X, , ,X,X, ,O,X,O, ,X,X, ,X,O, , ,O,O, , , ,X, , , ,O,X,X, ,O, , ,O,O, , , , , ,O,O,X, ,X,X,O, , ,O,X,O,O,O, ,O,X,X,O,0.0,X,10000.0
7338, , , , , , ,X,X,X, , ,O, ,O,X,X, , , ,X,O, , ,O, ,X,O, , , , , , , , ,O, ,O,X, , , , ,X,X,X, ,X, ,O, , ,X,X, , ,O, ,O, , , ,O,O,O,X, , ,O,O,O,O,O,X, ,X,X,O,X,X,O,6.0,X,102.5
7340,O,O,O,X, ,X, , ,X,O,X,X,X,O,O,O,O, ,O,X, ,X, , , ,O, , ,X,X,O,X,X,O,O,O,O, , ,O,X,X, , , ,X,O, , , ,O,X, ,O,X,O, ,X,O, , , , ,X,X, , , , ,X, , , ,X,O,O, , , , ,X,,O,-213.5
7341,X,O, , ,O, , , , ,X, ,X, , , ,X, , , , ,O, ,X,X,O, , , , , , , , , , ,O, , , , , ,O, ,X, ,O, ,X, , , , , , , ,O, , , , , ,X, , , ,O,X, , , ,O, , , , , , ,X, , , ,5.0,Draw,-0.5
